Feature,Value,Model,test_subjects
wrist_acc_max,0.1,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_max,0.1,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_min,0.06,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_perc75,0.04,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_std,0.04,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_std,0.04,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_min,0.04,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_min,0.04,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_max,0.04,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_med,0.04,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_min,0.04,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_perc25,0.02,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_mean,0.02,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_max,0.02,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_perc25,0.02,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_min,0.02,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_mad,0.02,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_max,0.02,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_med,0.02,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_max,0.02,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_length,0.02,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_rms,0.02,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_min,0.02,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_mean,0.02,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_med,0.02,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_perc25,0.02,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_std,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_perc75,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_mad,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_med,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_rms,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_perc75,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_mean,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_rms,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_mad,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_std,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_mad,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_std,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_rms,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_mad,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_acc_mean,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_perc75,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_perc25,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_med,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_perc25,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_jerk_perc75,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_std,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_mad,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_rms,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_jerk_mean,0.0,AdaBoostClassifier,"(3, 15, 16)"
wrist_acc_mean,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_med,0.0,AdaBoostClassifier,"(3, 15, 16)"
trunk_acc_rms,0.0,AdaBoostClassifier,"(3, 15, 16)"
upperarm_jerk_perc75,0.0,AdaBoostClassifier,"(3, 15, 16)"
error,0.0,DummyClassifier,"(3, 15, 16)"
wrist_jerk_max,0.03379142840089575,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_mad,0.027731190696134035,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_std,0.027598787125117968,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_min,0.026203066783321675,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_med,0.02393434953668681,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_perc25,0.023786941920774317,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_mad,0.0233856171222868,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_rms,0.02312737542689869,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_perc25,0.022925415265212724,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_std,0.022778584172696098,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_perc25,0.022713205648144205,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_mean,0.02202418814070515,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_min,0.02196319445447574,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_max,0.021471554230041,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_max,0.021432648462181302,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_perc25,0.021332524589220768,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_perc75,0.021057496726975725,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_rms,0.02052722642310224,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_max,0.02050299505853262,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_perc75,0.019740173963642384,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_min,0.019291385546737747,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_min,0.019253032874150512,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_mean,0.018897206936868298,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_mad,0.018847861953970958,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_med,0.017702030097614906,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_std,0.01767911509094194,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_mad,0.01753622711804218,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_rms,0.017295802712205842,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_mean,0.01674693235554134,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_med,0.016697540362458865,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_med,0.016548805135306675,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_min,0.016444863130209254,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_perc75,0.01631300813819273,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_perc75,0.015934874214642538,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_med,0.015821128822085802,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_perc25,0.015448292877518787,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_mad,0.01514038955943572,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_std,0.014910844550206206,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_perc25,0.01477727016957079,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_perc75,0.014691414200487505,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_max,0.014592746436526081,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_min,0.014522686175883958,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_rms,0.014228504043554725,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_std,0.01396934713549749,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_mean,0.013759937546140305,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_mad,0.013592503546431824,ExtraTreesClassifier,"(3, 15, 16)"
wrist_acc_length,0.013549611928301347,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_mean,0.013487435265078684,ExtraTreesClassifier,"(3, 15, 16)"
trunk_acc_med,0.012991765607465629,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_max,0.012985837035806415,ExtraTreesClassifier,"(3, 15, 16)"
trunk_jerk_rms,0.012924766824133602,ExtraTreesClassifier,"(3, 15, 16)"
wrist_jerk_rms,0.012653689765282002,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_acc_mean,0.012273389508461735,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_std,0.011873015571467423,ExtraTreesClassifier,"(3, 15, 16)"
upperarm_jerk_perc75,0.008588773616734144,ExtraTreesClassifier,"(3, 15, 16)"
error,0.0,KNeighborsClassifier,"(3, 15, 16)"
error,0.0,SGDClassifier,"(3, 15, 16)"
error,0.0,QuadraticDiscriminantAnalysis,"(3, 15, 16)"
error,0.0,GaussianNB,"(3, 15, 16)"
wrist_acc_perc25,0.031151700887780378,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_perc25,0.028765467487945184,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_rms,0.02682803799400729,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_mean,0.026503078443101596,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_max,0.02595625340217816,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_mad,0.025678177760861055,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_max,0.023390297966105592,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_mean,0.02309211987762759,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_max,0.022782387771732474,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_perc75,0.02270995564766739,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_perc25,0.02248703324768374,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_perc25,0.02214052141755518,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_perc75,0.02196497175515121,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_mad,0.021801478129691788,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_med,0.021423061283949586,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_med,0.02103343167101507,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_mad,0.02092732316370238,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_min,0.020555890126420718,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_rms,0.019796977714105435,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_mean,0.019025074229103548,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_std,0.018465645287888098,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_rms,0.018428744079205642,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_med,0.018068374721943135,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_med,0.017761589961712235,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_std,0.017734227515766296,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_min,0.017602117611931055,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_rms,0.01743257006193475,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_perc75,0.017146962493646126,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_med,0.01687714644313793,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_min,0.016835027165581714,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_mad,0.0164273617475725,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_rms,0.01641774126903991,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_med,0.016289467428101598,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_mean,0.016127002070283596,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_std,0.016096208812898173,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_std,0.016014832114656548,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_std,0.015774296620176455,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_perc75,0.01568716461828086,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_perc25,0.01532411299299978,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_mad,0.014918084684583256,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_perc75,0.01483924463615818,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_max,0.014212412525667777,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_perc25,0.014178422874730298,ExtraTreesClassifier,"(3, 15, 17)"
trunk_jerk_perc75,0.014104110155373944,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_mean,0.014099809382832064,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_max,0.013859151016656327,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_mad,0.0138588962522251,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_std,0.013705523845722427,ExtraTreesClassifier,"(3, 15, 17)"
wrist_jerk_min,0.013461084275846955,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_max,0.012843844983046679,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_acc_mean,0.012720173950911033,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_rms,0.012611387700535437,ExtraTreesClassifier,"(3, 15, 17)"
upperarm_jerk_min,0.0115533919954885,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_length,0.010927002394867833,ExtraTreesClassifier,"(3, 15, 17)"
trunk_acc_min,0.009583626331212411,ExtraTreesClassifier,"(3, 15, 17)"
wrist_acc_max,0.07827128975378593,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_max,0.07048583686062851,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_max,0.06885280519245468,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_std,0.04649111639513013,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_mad,0.04632643457906292,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_mad,0.043512135688635274,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_mad,0.04186208608438068,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_perc25,0.03914619169243808,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_perc25,0.03826152152503798,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_max,0.03655695269144706,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_med,0.03604086752716802,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_min,0.035848410362740925,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_perc25,0.03406542474408515,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_med,0.03387366343984705,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_perc75,0.033236289119337244,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_rms,0.031350708378149884,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_perc25,0.028691868821890877,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_mean,0.02681511803845005,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_perc75,0.025042278983475563,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_std,0.02374495919533735,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_med,0.02092364222643614,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_min,0.0181127748130363,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_std,0.01573931983007826,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_rms,0.015116574564478841,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_mean,0.01481881991999653,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_mean,0.014049417509338758,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_perc25,0.012638307925588212,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_std,0.010281785334072207,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_mad,0.008623877830932842,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_rms,0.00735355495949487,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_min,0.0059483306872080855,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_max,0.005409268045251916,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_length,0.00497262182878938,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_med,0.004741346189241205,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_med,0.00458611569691161,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_std,0.003998800424304088,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_perc75,0.0033360973164648805,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_rms,0.0025501151498944644,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_mean,0.0019085932141708897,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_std,0.0015482276812319475,GradientBoostingClassifier,"(3, 15, 17)"
wrist_acc_perc75,0.0011388031751744887,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_min,0.0010594485399741539,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_min,0.0007664544688746925,GradientBoostingClassifier,"(3, 15, 17)"
wrist_jerk_med,0.000665725749744984,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_rms,0.000656778207851085,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_mad,0.00026417113376273684,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_mean,0.00011784958749479264,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_rms,7.023114457765623e-05,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_max,5.777316462401327e-05,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_min,2.481811548027985e-05,GradientBoostingClassifier,"(3, 15, 17)"
trunk_jerk_perc75,1.8884202459166678e-05,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_mean,1.0897206207489512e-05,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_mad,9.775457794823053e-06,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_acc_perc25,4.380193850989565e-06,GradientBoostingClassifier,"(3, 15, 17)"
trunk_acc_perc75,4.5943172399412534e-07,GradientBoostingClassifier,"(3, 15, 17)"
upperarm_jerk_mad,0.04064433789145439,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_max,0.035644116487846704,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_max,0.0342314178748402,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_mean,0.03030579900926124,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_perc25,0.029663636765474788,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_max,0.026553128582008503,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_perc25,0.02626330627463412,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_max,0.02410340937985678,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_perc25,0.02350151949629755,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_rms,0.023346695835730902,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_med,0.02332678693441592,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_mean,0.02226262016094539,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_perc75,0.021708974904148734,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_rms,0.020701502777651575,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_perc75,0.020657824228988285,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_perc25,0.020647477074695688,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_min,0.020645539058841096,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_min,0.02058051403591465,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_min,0.019573876500399025,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_med,0.01936148357233408,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_mad,0.01879001348528975,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_std,0.018480332342113666,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_med,0.018277258143280347,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_mad,0.018257990015208395,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_med,0.018210200526932032,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_rms,0.01718274593388534,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_min,0.01692916412760914,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_perc25,0.01647779194025032,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_perc75,0.016125699657979647,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_rms,0.01589677494839621,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_mean,0.015673716681504465,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_rms,0.015663916865812734,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_med,0.015449235767420492,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_std,0.015128773571980137,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_perc75,0.01484777229157116,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_mad,0.014586535632972832,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_mad,0.014514636875960702,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_rms,0.014340785688757638,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_min,0.01420890169056701,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_std,0.014097467060824972,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_std,0.013803377574215278,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_mad,0.012912612091410156,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_mean,0.012890159048883071,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_std,0.012740256795369241,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_max,0.012403096190160157,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_perc25,0.0121240947070402,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_length,0.011883123707441202,RandomForestClassifier,"(3, 15, 17)"
upperarm_jerk_max,0.011802838824513917,RandomForestClassifier,"(3, 15, 17)"
wrist_acc_std,0.011416814085115865,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_min,0.011229701205893516,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_med,0.01110132652256016,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_perc75,0.011076357046194207,RandomForestClassifier,"(3, 15, 17)"
trunk_acc_perc75,0.01084964730986623,RandomForestClassifier,"(3, 15, 17)"
upperarm_acc_mean,0.010629895792084542,RandomForestClassifier,"(3, 15, 17)"
trunk_jerk_mean,0.006273019005195639,RandomForestClassifier,"(3, 15, 17)"
wrist_jerk_max,27.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_min,17.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_perc25,17.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_perc25,15.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_max,15.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_mad,15.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_max,14.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_max,13.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_perc75,13.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_perc25,12.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_max,11.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_std,8.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_perc25,7.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_mad,7.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_min,6.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_med,6.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_std,6.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_med,5.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_rms,5.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_mean,5.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_std,5.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_mean,5.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_std,5.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_perc75,4.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_mad,4.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_mad,4.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_rms,3.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_mean,3.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_std,3.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_rms,3.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_perc75,3.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_mean,3.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_min,2.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_std,2.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_perc25,2.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_med,2.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_perc25,2.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_med,1.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_length,1.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_perc75,1.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_mean,1.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_rms,1.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_mad,0.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_rms,0.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_min,0.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_med,0.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_perc75,0.0,LGBMClassifier,"(3, 15, 17)"
upperarm_acc_perc75,0.0,LGBMClassifier,"(3, 15, 17)"
wrist_acc_med,0.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_mad,0.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_min,0.0,LGBMClassifier,"(3, 15, 17)"
upperarm_jerk_max,0.0,LGBMClassifier,"(3, 15, 17)"
trunk_jerk_mean,0.0,LGBMClassifier,"(3, 15, 17)"
trunk_acc_rms,0.0,LGBMClassifier,"(3, 15, 17)"
wrist_jerk_min,0.0,LGBMClassifier,"(3, 15, 17)"
